order_detail_id,order_date,product_id,customer_id,territory_id,sales_order_number,sales_order_line_number,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah
SO58117-2,2018-11-17,487,12996,9,SO58117,2,1,769860,769860,287928.2,19247.2
SO58117-1,2018-11-17,353,12996,9,SO58117,1,1,32479860,32479860,17718673,811997.2
SO58130-3,2018-11-18,234,14714,7,SO58130,3,1,699860,699860,538892.2,17497.2
SO58130-2,2018-11-18,222,14714,7,SO58130,2,1,489860,489860,183208.2,12247.2
SO58130-1,2018-11-18,361,14714,7,SO58130,1,1,32129860,32129860,17527738.2,803247.2
SO58131-2,2018-11-18,487,13823,7,SO58131,2,1,769860,769860,287928.2,19247.2
SO58131-1,2018-11-18,355,13823,7,SO58131,1,1,32479860,32479860,17718673,811997.2
SO58141-1,2018-11-18,355,13257,8,SO58141,1,1,32479860,32479860,17718673,811997.2
SO58141-2,2018-11-18,537,13257,8,SO58141,2,1,490000,490000,183260,12250
SO58141-3,2018-11-18,528,13257,8,SO58141,3,1,69860,69860,26128.2,1747.2
SO58141-4,2018-11-18,225,13257,8,SO58141,4,1,125860,125860,96912.2,3147.2
SO58141-5,2018-11-18,217,13257,8,SO58141,5,1,489860,489860,183208.2,12247.2
SO58143-1,2018-11-18,480,11312,1,SO58143,1,1,32060,32060,11991,802.2
SO58144-2,2018-11-18,225,11507,6,SO58144,2,1,125860,125860,96912.2,3147.2
SO58144-1,2018-11-18,529,11507,6,SO58144,1,1,55860,55860,20892.2,1397.2
SO58146-2,2018-11-18,530,11185,6,SO58146,2,1,69860,69860,26128.2,1747.2
SO58146-3,2018-11-18,479,11185,6,SO58146,3,1,125860,125860,47072.2,3147.2
SO58146-1,2018-11-18,541,11185,6,SO58146,1,1,405860,405860,151792.2,10147.2
SO58161-1,2018-11-18,491,11471,7,SO58161,1,1,755860,755860,582012.2,18897.2
SO58183-2,2018-11-18,537,13078,9,SO58183,2,1,490000,490000,183260,12250
SO58183-3,2018-11-18,528,13078,9,SO58183,3,1,69860,69860,26128.2,1747.2
SO58183-1,2018-11-18,353,13078,9,SO58183,1,1,32479860,32479860,17718673,811997.2
SO58190-1,2018-11-18,225,15932,8,SO58190,1,1,125860,125860,96912.2,3147.2
SO58190-2,2018-11-18,574,15932,8,SO58190,2,1,33376980,33376980,20747130.6,834425.2
SO58195-1,2018-11-19,357,13259,8,SO58195,1,1,32479860,32479860,17718673,811997.2
SO58195-2,2018-11-19,485,13259,8,SO58195,2,1,307720,307720,115087,7693
SO58195-3,2018-11-19,477,13259,8,SO58195,3,1,69860,69860,26128.2,1747.2
SO58195-4,2018-11-19,478,13259,8,SO58195,4,1,139860,139860,52308.2,3497.2
SO58195-5,2018-11-19,214,13259,8,SO58195,5,1,489860,489860,183208.2,12247.2
SO58195-6,2018-11-19,225,13259,8,SO58195,6,1,125860,125860,96912.2,3147.2
SO58202-2,2018-11-19,528,11287,6,SO58202,2,1,69860,69860,26128.2,1747.2
SO58202-3,2018-11-19,222,11287,6,SO58202,3,1,489860,489860,183208.2,12247.2
SO58202-1,2018-11-19,535,11287,6,SO58202,1,1,349860,349860,130848.2,8747.2
SO58241-2,2018-11-19,485,13011,9,SO58241,2,1,307720,307720,115087,7693
SO58241-1,2018-11-19,359,13011,9,SO58241,1,1,32129860,32129860,17527738.2,803247.2
SO58242-2,2018-11-19,477,12699,9,SO58242,2,1,69860,69860,26128.2,1747.2
SO58242-3,2018-11-19,478,12699,9,SO58242,3,1,139860,139860,52308.2,3497.2
SO58242-4,2018-11-19,487,12699,9,SO58242,4,1,769860,769860,287928.2,19247.2
SO58242-1,2018-11-19,361,12699,9,SO58242,1,1,32129860,32129860,17527738.2,803247.2
SO58243-2,2018-11-19,487,11901,9,SO58243,2,1,769860,769860,287928.2,19247.2
SO58243-1,2018-11-19,357,11901,9,SO58243,1,1,32479860,32479860,17718673,811997.2
SO58244-2,2018-11-19,537,12701,9,SO58244,2,1,490000,490000,183260,12250
SO58244-1,2018-11-19,353,12701,9,SO58244,1,1,32479860,32479860,17718673,811997.2
SO58245-2,2018-11-19,528,12988,9,SO58245,2,1,69860,69860,26128.2,1747.2
SO58245-3,2018-11-19,537,12988,9,SO58245,3,1,490000,490000,183260,12250
SO58245-4,2018-11-19,480,12988,9,SO58245,4,1,32060,32060,11991,802.2
SO58245-5,2018-11-19,483,12988,9,SO58245,5,1,1680000,1680000,628320,42000
SO58245-1,2018-11-19,355,12988,9,SO58245,1,1,32479860,32479860,17718673,811997.2
SO58250-1,2018-11-20,359,14716,7,SO58250,1,1,32129860,32129860,17527738.2,803247.2
SO58251-1,2018-11-20,357,12300,7,SO58251,1,1,32479860,32479860,17718673,811997.2
SO58252-2,2018-11-20,477,11276,6,SO58252,2,1,69860,69860,26128.2,1747.2
SO58252-1,2018-11-20,479,11276,6,SO58252,1,1,125860,125860,47072.2,3147.2
SO58278-2,2018-11-20,487,13076,9,SO58278,2,1,769860,769860,287928.2,19247.2
SO58278-3,2018-11-20,488,13076,9,SO58278,3,1,755860,755860,582012.2,18897.2
SO58278-1,2018-11-20,357,13076,9,SO58278,1,1,32479860,32479860,17718673,811997.2
SO58279-2,2018-11-20,487,13082,9,SO58279,2,1,769860,769860,287928.2,19247.2
SO58279-3,2018-11-20,484,13082,9,SO58279,3,1,111300,111300,41626.2,2783.2
SO58279-1,2018-11-20,353,13082,9,SO58279,1,1,32479860,32479860,17718673,811997.2
SO58300-2,2018-11-21,480,11519,6,SO58300,2,1,32060,32060,11991,802.2
SO58300-1,2018-11-21,529,11519,6,SO58300,1,1,55860,55860,20892.2,1397.2
SO58320-2,2018-11-21,537,11315,1,SO58320,2,1,490000,490000,183260,12250
SO58320-1,2018-11-21,528,11315,1,SO58320,1,1,69860,69860,26128.2,1747.2
SO58340-1,2018-11-21,353,13006,9,SO58340,1,1,32479860,32479860,17718673,811997.2
SO58354-2,2018-11-22,479,11507,6,SO58354,2,1,125860,125860,47072.2,3147.2
SO58354-3,2018-11-22,222,11507,6,SO58354,3,1,489860,489860,183208.2,12247.2
SO58354-1,2018-11-22,477,11507,6,SO58354,1,1,69860,69860,26128.2,1747.2
SO58363-1,2018-11-22,480,11322,1,SO58363,1,1,32060,32060,11991,802.2
SO58365-2,2018-11-22,529,11300,6,SO58365,2,1,55860,55860,20892.2,1397.2
SO58365-3,2018-11-22,222,11300,6,SO58365,3,1,489860,489860,183208.2,12247.2
SO58365-4,2018-11-22,465,11300,6,SO58365,4,1,342860,342860,128230.2,8572.2
SO58365-1,2018-11-22,539,11300,6,SO58365,1,1,349860,349860,130848.2,8747.2
SO58366-1,2018-11-22,529,11258,4,SO58366,1,1,55860,55860,20892.2,1397.2
SO58366-3,2018-11-22,484,11258,4,SO58366,3,1,111300,111300,41626.2,2783.2
SO58366-2,2018-11-22,480,11258,4,SO58366,2,1,32060,32060,11991,802.2
SO58370-2,2018-11-22,529,11300,6,SO58370,2,1,55860,55860,20892.2,1397.2
SO58370-3,2018-11-22,480,11300,6,SO58370,3,1,32060,32060,11991,802.2
SO58370-1,2018-11-22,540,11300,6,SO58370,1,1,456400,456400,170693.6,11410
SO58402-2,2018-11-22,482,11057,9,SO58402,2,1,125860,125860,47072.2,3147.2
SO58402-1,2018-11-22,562,11057,9,SO58402,1,1,33376980,33376980,20747130.6,834425.2
SO58404-2,2018-11-22,478,12702,9,SO58404,2,1,139860,139860,52308.2,3497.2
SO58404-3,2018-11-22,477,12702,9,SO58404,3,1,69860,69860,26128.2,1747.2
SO58404-4,2018-11-22,490,12702,9,SO58404,4,1,755860,755860,582012.2,18897.2
SO58404-1,2018-11-22,355,12702,9,SO58404,1,1,32479860,32479860,17718673,811997.2
SO58405-2,2018-11-22,487,12999,9,SO58405,2,1,769860,769860,287928.2,19247.2
SO58405-1,2018-11-22,361,12999,9,SO58405,1,1,32129860,32129860,17527738.2,803247.2
SO58407-2,2018-11-22,485,12681,9,SO58407,2,1,307720,307720,115087,7693
SO58407-1,2018-11-22,353,12681,9,SO58407,1,1,32479860,32479860,17718673,811997.2
SO58408-2,2018-11-22,485,12684,9,SO58408,2,1,307720,307720,115087,7693
SO58408-3,2018-11-22,478,12684,9,SO58408,3,1,139860,139860,52308.2,3497.2
SO58408-4,2018-11-22,477,12684,9,SO58408,4,1,69860,69860,26128.2,1747.2
SO58408-5,2018-11-22,489,12684,9,SO58408,5,1,755860,755860,582012.2,18897.2
SO58408-1,2018-11-22,357,12684,9,SO58408,1,1,32479860,32479860,17718673,811997.2
SO58416-4,2018-11-23,481,12321,7,SO58416,4,1,125860,125860,47072.2,3147.2
SO58416-3,2018-11-23,477,12321,7,SO58416,3,1,69860,69860,26128.2,1747.2
SO58416-2,2018-11-23,478,12321,7,SO58416,2,1,139860,139860,52308.2,3497.2
SO58416-1,2018-11-23,361,12321,7,SO58416,1,1,32129860,32129860,17527738.2,803247.2
SO58417-1,2018-11-23,484,11520,6,SO58417,1,1,111300,111300,41626.2,2783.2
SO58424-1,2018-11-23,480,11287,6,SO58424,1,1,32060,32060,11991,802.2
SO58425-2,2018-11-23,528,11466,9,SO58425,2,1,69860,69860,26128.2,1747.2
SO58425-1,2018-11-23,535,11466,9,SO58425,1,1,349860,349860,130848.2,8747.2
SO58425-3,2018-11-23,480,11466,9,SO58425,3,1,32060,32060,11991,802.2
SO58429-2,2018-11-23,535,11078,6,SO58429,2,1,349860,349860,130848.2,8747.2
SO58429-1,2018-11-23,528,11078,6,SO58429,1,1,69860,69860,26128.2,1747.2
SO58446-1,2018-11-23,490,11436,10,SO58446,1,1,755860,755860,582012.2,18897.2
SO58460-1,2018-11-23,355,12990,9,SO58460,1,1,32479860,32479860,17718673,811997.2
SO58461-2,2018-11-23,485,12683,9,SO58461,2,1,307720,307720,115087,7693
SO58461-1,2018-11-23,361,12683,9,SO58461,1,1,32129860,32129860,17527738.2,803247.2
SO58462-2,2018-11-23,537,12693,9,SO58462,2,1,490000,490000,183260,12250
SO58462-1,2018-11-23,363,12693,9,SO58462,1,1,32129860,32129860,17527738.2,803247.2
SO58466-1,2018-11-23,563,15928,8,SO58466,1,1,33376980,33376980,20747130.6,834425.2
SO58466-2,2018-11-23,214,15928,8,SO58466,2,1,489860,489860,183208.2,12247.2
SO58467-2,2018-11-23,222,12998,9,SO58467,2,1,489860,489860,183208.2,12247.2
SO58467-1,2018-11-23,578,12998,9,SO58467,1,1,17007900,17007900,10572111.2,425198.2
SO58489-1,2018-11-24,214,11507,6,SO58489,1,1,489860,489860,183208.2,12247.2
SO58490-2,2018-11-24,231,11078,6,SO58490,2,1,699860,699860,538892.2,17497.2
SO58490-1,2018-11-24,539,11078,6,SO58490,1,1,349860,349860,130848.2,8747.2
SO58492-1,2018-11-24,480,11273,4,SO58492,1,1,32060,32060,11991,802.2
SO58492-2,2018-11-24,486,11273,4,SO58492,2,1,2226000,2226000,832524,55650
SO58499-1,2018-11-24,536,11331,6,SO58499,1,1,419860,419860,157028.2,10497.2
SO58533-2,2018-11-24,225,11010,9,SO58533,2,1,125860,125860,96912.2,3147.2
SO58533-1,2018-11-24,575,11010,9,SO58533,1,1,33376980,33376980,20747130.6,834425.2
SO58536-2,2018-11-24,487,11027,9,SO58536,2,1,769860,769860,287928.2,19247.2
SO58536-3,2018-11-24,490,11027,9,SO58536,3,1,755860,755860,582012.2,18897.2
SO58536-4,2018-11-24,225,11027,9,SO58536,4,1,125860,125860,96912.2,3147.2
SO58536-1,2018-11-24,363,11027,9,SO58536,1,1,32129860,32129860,17527738.2,803247.2
SO58543-1,2018-11-25,361,12296,7,SO58543,1,1,32129860,32129860,17527738.2,803247.2
SO58550-2,2018-11-25,487,11287,6,SO58550,2,1,769860,769860,287928.2,19247.2
SO58550-3,2018-11-25,484,11287,6,SO58550,3,1,111300,111300,41626.2,2783.2
SO58550-1,2018-11-25,530,11287,6,SO58550,1,1,69860,69860,26128.2,1747.2
SO58552-2,2018-11-25,539,11215,6,SO58552,2,1,349860,349860,130848.2,8747.2
SO58552-3,2018-11-25,486,11215,6,SO58552,3,1,2226000,2226000,832524,55650
SO58552-1,2018-11-25,529,11215,6,SO58552,1,1,55860,55860,20892.2,1397.2
SO58556-2,2018-11-25,529,11330,6,SO58556,2,1,55860,55860,20892.2,1397.2
SO58556-3,2018-11-25,222,11330,6,SO58556,3,1,489860,489860,183208.2,12247.2
SO58556-1,2018-11-25,540,11330,6,SO58556,1,1,456400,456400,170693.6,11410
SO58557-2,2018-11-25,529,11330,6,SO58557,2,1,55860,55860,20892.2,1397.2
SO58557-3,2018-11-25,480,11330,6,SO58557,3,1,32060,32060,11991,802.2
SO58557-1,2018-11-25,540,11330,6,SO58557,1,1,456400,456400,170693.6,11410
SO58573-2,2018-11-25,478,12994,9,SO58573,2,1,139860,139860,52308.2,3497.2
SO58573-3,2018-11-25,477,12994,9,SO58573,3,1,69860,69860,26128.2,1747.2
SO58573-4,2018-11-25,487,12994,9,SO58573,4,1,769860,769860,287928.2,19247.2
SO58573-1,2018-11-25,361,12994,9,SO58573,1,1,32129860,32129860,17527738.2,803247.2
SO58574-1,2018-11-25,353,11912,9,SO58574,1,1,32479860,32479860,17718673,811997.2
SO58581-3,2018-11-25,479,11479,7,SO58581,3,1,125860,125860,47072.2,3147.2
SO58581-2,2018-11-25,477,11479,7,SO58581,2,1,69860,69860,26128.2,1747.2
SO58581-1,2018-11-25,604,11479,7,SO58581,1,1,7559860,7559860,4811094.4,188997.2
SO58587-1,2018-11-26,357,13258,8,SO58587,1,1,32479860,32479860,17718673,811997.2
SO58587-2,2018-11-26,537,13258,8,SO58587,2,1,490000,490000,183260,12250
SO58587-3,2018-11-26,528,13258,8,SO58587,3,1,69860,69860,26128.2,1747.2
SO58587-4,2018-11-26,480,13258,8,SO58587,4,1,32060,32060,11991,802.2
SO58598-1,2018-11-26,529,11165,4,SO58598,1,1,55860,55860,20892.2,1397.2
SO58598-2,2018-11-26,473,11165,4,SO58598,2,1,889000,889000,332486,22225
SO58600-2,2018-11-26,529,11019,6,SO58600,2,1,55860,55860,20892.2,1397.2
SO58600-3,2018-11-26,483,11019,6,SO58600,3,1,1680000,1680000,628320,42000
SO58600-1,2018-11-26,539,11019,6,SO58600,1,1,349860,349860,130848.2,8747.2
SO58627-1,2018-11-26,577,11239,10,SO58627,1,1,17007900,17007900,10572111.2,425198.2
SO58630-2,2018-11-26,537,13051,9,SO58630,2,1,490000,490000,183260,12250
SO58630-3,2018-11-26,528,13051,9,SO58630,3,1,69860,69860,26128.2,1747.2
SO58630-4,2018-11-26,480,13051,9,SO58630,4,1,32060,32060,11991,802.2
SO58630-1,2018-11-26,357,13051,9,SO58630,1,1,32479860,32479860,17718673,811997.2
SO58631-2,2018-11-26,478,13079,9,SO58631,2,1,139860,139860,52308.2,3497.2
SO58631-3,2018-11-26,477,13079,9,SO58631,3,1,69860,69860,26128.2,1747.2
SO58631-1,2018-11-26,359,13079,9,SO58631,1,1,32129860,32129860,17527738.2,803247.2
SO58632-2,2018-11-26,537,13081,9,SO58632,2,1,490000,490000,183260,12250
SO58632-1,2018-11-26,361,13081,9,SO58632,1,1,32129860,32129860,17527738.2,803247.2
SO58633-2,2018-11-26,214,12686,9,SO58633,2,1,489860,489860,183208.2,12247.2
SO58633-1,2018-11-26,353,12686,9,SO58633,1,1,32479860,32479860,17718673,811997.2
SO58646-2,2018-11-27,478,11242,7,SO58646,2,1,139860,139860,52308.2,3497.2
SO58646-1,2018-11-27,592,11242,7,SO58646,1,1,7909860,7909860,4315050.6,197747.2
SO58649-1,2018-11-27,529,11169,4,SO58649,1,1,55860,55860,20892.2,1397.2
SO58649-2,2018-11-27,217,11169,4,SO58649,2,1,489860,489860,183208.2,12247.2
SO58652-2,2018-11-27,528,11498,6,SO58652,2,1,69860,69860,26128.2,1747.2
SO58652-3,2018-11-27,484,11498,6,SO58652,3,1,111300,111300,41626.2,2783.2
SO58652-1,2018-11-27,535,11498,6,SO58652,1,1,349860,349860,130848.2,8747.2
SO58674-1,2018-11-27,537,11178,4,SO58674,1,1,490000,490000,183260,12250
SO58674-2,2018-11-27,528,11178,4,SO58674,2,1,69860,69860,26128.2,1747.2
SO58674-3,2018-11-27,480,11178,4,SO58674,3,1,32060,32060,11991,802.2
SO58675-1,2018-11-27,537,11503,4,SO58675,1,1,490000,490000,183260,12250
SO58675-2,2018-11-27,463,11503,4,SO58675,2,1,342860,342860,128230.2,8572.2
SO58689-1,2018-11-27,359,13077,9,SO58689,1,1,32129860,32129860,17527738.2,803247.2
SO58690-2,2018-11-27,528,11919,9,SO58690,2,1,69860,69860,26128.2,1747.2
SO58690-3,2018-11-27,537,11919,9,SO58690,3,1,490000,490000,183260,12250
SO58690-1,2018-11-27,361,11919,9,SO58690,1,1,32129860,32129860,17527738.2,803247.2
SO58691-2,2018-11-27,537,11920,9,SO58691,2,1,490000,490000,183260,12250
SO58691-3,2018-11-27,528,11920,9,SO58691,3,1,69860,69860,26128.2,1747.2
SO58691-4,2018-11-27,480,11920,9,SO58691,4,1,32060,32060,11991,802.2
SO58691-1,2018-11-27,353,11920,9,SO58691,1,1,32479860,32479860,17718673,811997.2
SO58699-1,2018-11-27,573,15627,8,SO58699,1,1,33376980,33376980,20747130.6,834425.2
SO58699-2,2018-11-27,479,15627,8,SO58699,2,1,125860,125860,47072.2,3147.2
SO58699-3,2018-11-27,477,15627,8,SO58699,3,1,69860,69860,26128.2,1747.2
SO58706-2,2018-11-28,537,13769,7,SO58706,2,1,490000,490000,183260,12250
SO58706-1,2018-11-28,353,13769,7,SO58706,1,1,32479860,32479860,17718673,811997.2
SO58708-1,2018-11-28,217,11276,6,SO58708,1,1,489860,489860,183208.2,12247.2
SO58717-1,2018-11-28,479,11074,9,SO58717,1,1,125860,125860,47072.2,3147.2
SO58766-2,2018-11-28,222,11052,9,SO58766,2,1,489860,489860,183208.2,12247.2
SO58766-1,2018-11-28,575,11052,9,SO58766,1,1,33376980,33376980,20747130.6,834425.2
SO58775-1,2018-11-28,575,15927,8,SO58775,1,1,33376980,33376980,20747130.6,834425.2
SO58775-2,2018-11-28,222,15927,8,SO58775,2,1,489860,489860,183208.2,12247.2
SO58776-2,2018-11-28,477,12991,9,SO58776,2,1,69860,69860,26128.2,1747.2
SO58776-3,2018-11-28,225,12991,9,SO58776,3,1,125860,125860,96912.2,3147.2
SO58776-4,2018-11-28,479,12991,9,SO58776,4,1,125860,125860,47072.2,3147.2
SO58776-1,2018-11-28,579,12991,9,SO58776,1,1,17007900,17007900,10572111.2,425198.2
SO58783-1,2018-11-29,580,11421,8,SO58783,1,1,23813860,23813860,15155140,595347.2
SO58806-1,2018-11-29,530,11566,7,SO58806,1,1,69860,69860,26128.2,1747.2
SO58807-2,2018-11-29,225,11530,6,SO58807,2,1,125860,125860,96912.2,3147.2
SO58807-3,2018-11-29,485,11530,6,SO58807,3,1,307720,307720,115087,7693
SO58807-1,2018-11-29,537,11530,6,SO58807,1,1,490000,490000,183260,12250
SO58808-1,2018-11-29,537,11321,1,SO58808,1,1,490000,490000,183260,12250
SO58831-3,2018-11-29,480,11403,7,SO58831,3,1,32060,32060,11991,802.2
SO58831-2,2018-11-29,538,11403,7,SO58831,2,1,300860,300860,112522.2,7522.2
SO58831-1,2018-11-29,605,11403,7,SO58831,1,1,7559860,7559860,4811094.4,188997.2
SO58833-4,2018-11-29,480,11239,10,SO58833,4,1,32060,32060,11991,802.2
SO58833-3,2018-11-29,529,11239,10,SO58833,3,1,55860,55860,20892.2,1397.2
SO58833-2,2018-11-29,538,11239,10,SO58833,2,1,300860,300860,112522.2,7522.2
SO58833-1,2018-11-29,584,11239,10,SO58833,1,1,7559860,7559860,4811094.4,188997.2
SO58842-2,2018-11-30,477,11463,9,SO58842,2,1,69860,69860,26128.2,1747.2
SO58842-1,2018-11-30,478,11463,9,SO58842,1,1,139860,139860,52308.2,3497.2
SO58848-2,2018-11-30,217,11215,6,SO58848,2,1,489860,489860,183208.2,12247.2
SO58848-1,2018-11-30,529,11215,6,SO58848,1,1,55860,55860,20892.2,1397.2
SO58851-1,2018-11-30,529,11268,4,SO58851,1,1,55860,55860,20892.2,1397.2
SO58851-2,2018-11-30,480,11268,4,SO58851,2,1,32060,32060,11991,802.2
SO58875-2,2018-11-30,214,11566,7,SO58875,2,1,489860,489860,183208.2,12247.2
SO58875-1,2018-11-30,530,11566,7,SO58875,1,1,69860,69860,26128.2,1747.2
SO58878-1,2018-11-30,537,11283,4,SO58878,1,1,490000,490000,183260,12250
SO58878-2,2018-11-30,528,11283,4,SO58878,2,1,69860,69860,26128.2,1747.2
SO58878-3,2018-11-30,480,11283,4,SO58878,3,1,32060,32060,11991,802.2
SO58889-1,2018-11-30,361,12698,9,SO58889,1,1,32129860,32129860,17527738.2,803247.2
SO59078-3,2018-12-01,487,14424,7,SO59078,3,1,769860,769860,287928.2,19247.2
SO59078-2,2018-12-01,478,14424,7,SO59078,2,1,139860,139860,52308.2,3497.2
SO59078-1,2018-12-01,363,14424,7,SO59078,1,1,32129860,32129860,17527738.2,803247.2
SO59089-2,2018-12-01,231,16045,10,SO59089,2,1,699860,699860,538892.2,17497.2
SO59089-1,2018-12-01,590,16045,10,SO59089,1,1,10772860,10772860,5876897.6,269322.2
SO59092-1,2018-12-01,480,11206,1,SO59092,1,1,32060,32060,11991,802.2
SO59118-2,2018-12-01,217,14949,10,SO59118,2,1,489860,489860,183208.2,12247.2
SO59118-1,2018-12-01,586,14949,10,SO59118,1,1,10392900,10392900,6460227.2,259823.2
SO59127-2,2018-12-01,214,11054,9,SO59127,2,1,489860,489860,183208.2,12247.2
SO59127-1,2018-12-01,564,11054,9,SO59127,1,1,33376980,33376980,20747130.6,834425.2
SO59153-1,2018-12-02,539,11530,6,SO59153,1,1,349860,349860,130848.2,8747.2
SO59178-3,2018-12-02,480,11066,1,SO59178,3,1,32060,32060,11991,802.2
SO59178-2,2018-12-02,528,11066,1,SO59178,2,1,69860,69860,26128.2,1747.2
SO59178-1,2018-12-02,537,11066,1,SO59178,1,1,490000,490000,183260,12250
SO59194-2,2018-12-02,222,11056,9,SO59194,2,1,489860,489860,183208.2,12247.2
SO59194-1,2018-12-02,562,11056,9,SO59194,1,1,33376980,33376980,20747130.6,834425.2
SO59204-2,2018-12-02,222,13595,7,SO59204,2,1,489860,489860,183208.2,12247.2
SO59204-1,2018-12-02,575,13595,7,SO59204,1,1,33376980,33376980,20747130.6,834425.2
SO59205-2,2018-12-02,214,13007,9,SO59205,2,1,489860,489860,183208.2,12247.2
SO59205-1,2018-12-02,577,13007,9,SO59205,1,1,17007900,17007900,10572111.2,425198.2
SO59207-2,2018-12-02,573,11447,9,SO59207,2,1,33376980,33376980,20747130.6,834425.2
SO59207-1,2018-12-02,225,11447,9,SO59207,1,1,125860,125860,96912.2,3147.2
SO59208-2,2018-12-02,489,11455,9,SO59208,2,1,755860,755860,582012.2,18897.2
SO59208-3,2018-12-02,225,11455,9,SO59208,3,1,125860,125860,96912.2,3147.2
SO59208-1,2018-12-02,575,11455,9,SO59208,1,1,33376980,33376980,20747130.6,834425.2
SO59209-2,2018-12-02,479,11456,9,SO59209,2,1,125860,125860,47072.2,3147.2
SO59209-3,2018-12-02,477,11456,9,SO59209,3,1,69860,69860,26128.2,1747.2
SO59209-4,2018-12-02,217,11456,9,SO59209,4,1,489860,489860,183208.2,12247.2
SO59209-1,2018-12-02,576,11456,9,SO59209,1,1,33376980,33376980,20747130.6,834425.2
SO59212-5,2018-12-03,231,13600,10,SO59212,5,1,699860,699860,538892.2,17497.2
SO59212-4,2018-12-03,222,13600,10,SO59212,4,1,489860,489860,183208.2,12247.2
SO59212-3,2018-12-03,477,13600,10,SO59212,3,1,69860,69860,26128.2,1747.2
SO59212-2,2018-12-03,478,13600,10,SO59212,2,1,139860,139860,52308.2,3497.2
SO59212-1,2018-12-03,353,13600,10,SO59212,1,1,32479860,32479860,17718673,811997.2
SO59213-1,2018-12-03,353,13579,8,SO59213,1,1,32479860,32479860,17718673,811997.2
SO59213-2,2018-12-03,478,13579,8,SO59213,2,1,139860,139860,52308.2,3497.2
SO59239-1,2018-12-03,537,11161,4,SO59239,1,1,490000,490000,183260,12250
SO59239-2,2018-12-03,528,11161,4,SO59239,2,1,69860,69860,26128.2,1747.2
SO59239-3,2018-12-03,478,11161,4,SO59239,3,1,139860,139860,52308.2,3497.2
SO59239-4,2018-12-03,477,11161,4,SO59239,4,1,69860,69860,26128.2,1747.2
SO59271-2,2018-12-03,479,11457,9,SO59271,2,1,125860,125860,47072.2,3147.2
SO59271-3,2018-12-03,477,11457,9,SO59271,3,1,69860,69860,26128.2,1747.2
SO59271-4,2018-12-03,488,11457,9,SO59271,4,1,755860,755860,582012.2,18897.2
SO59271-5,2018-12-03,465,11457,9,SO59271,5,1,342860,342860,128230.2,8572.2
SO59271-1,2018-12-03,574,11457,9,SO59271,1,1,33376980,33376980,20747130.6,834425.2
SO59274-1,2018-12-04,363,13782,8,SO59274,1,1,32129860,32129860,17527738.2,803247.2
SO59274-2,2018-12-04,477,13782,8,SO59274,2,1,69860,69860,26128.2,1747.2
SO59274-3,2018-12-04,478,13782,8,SO59274,3,1,139860,139860,52308.2,3497.2
SO59274-4,2018-12-04,217,13782,8,SO59274,4,1,489860,489860,183208.2,12247.2
SO59283-4,2018-12-04,225,11417,7,SO59283,4,1,125860,125860,96912.2,3147.2
SO59283-3,2018-12-04,214,11417,7,SO59283,3,1,489860,489860,183208.2,12247.2
SO59283-2,2018-12-04,478,11417,7,SO59283,2,1,139860,139860,52308.2,3497.2
SO59283-1,2018-12-04,600,11417,7,SO59283,1,1,7559860,7559860,4124115.8,188997.2
SO59290-2,2018-12-04,479,11520,6,SO59290,2,1,125860,125860,47072.2,3147.2
SO59290-1,2018-12-04,530,11520,6,SO59290,1,1,69860,69860,26128.2,1747.2
SO59292-2,2018-12-04,529,11331,6,SO59292,2,1,55860,55860,20892.2,1397.2
SO59292-3,2018-12-04,480,11331,6,SO59292,3,1,32060,32060,11991,802.2
SO59292-1,2018-12-04,538,11331,6,SO59292,1,1,300860,300860,112522.2,7522.2
SO59299-2,2018-12-04,478,11277,6,SO59299,2,1,139860,139860,52308.2,3497.2
SO59299-3,2018-12-04,481,11277,6,SO59299,3,1,125860,125860,47072.2,3147.2
SO59299-4,2018-12-04,487,11277,6,SO59299,4,1,769860,769860,287928.2,19247.2
SO59299-1,2018-12-04,477,11277,6,SO59299,1,1,69860,69860,26128.2,1747.2
SO59309-2,2018-12-04,489,11473,7,SO59309,2,1,755860,755860,582012.2,18897.2
SO59309-1,2018-12-04,225,11473,7,SO59309,1,1,125860,125860,96912.2,3147.2
SO59318-2,2018-12-04,537,11312,1,SO59318,2,1,490000,490000,183260,12250
SO59318-1,2018-12-04,528,11312,1,SO59318,1,1,69860,69860,26128.2,1747.2
SO59332-1,2018-12-04,561,11444,9,SO59332,1,1,33376980,33376980,20747130.6,834425.2
SO59351-1,2018-12-05,530,11505,6,SO59351,1,1,69860,69860,26128.2,1747.2
SO59351-2,2018-12-05,480,11505,6,SO59351,2,1,32060,32060,11991,802.2
SO59407-1,2018-12-06,359,14164,8,SO59407,1,1,32129860,32129860,17527738.2,803247.2
SO59407-2,2018-12-06,477,14164,8,SO59407,2,1,69860,69860,26128.2,1747.2
SO59407-3,2018-12-06,478,14164,8,SO59407,3,1,139860,139860,52308.2,3497.2
SO59407-4,2018-12-06,217,14164,8,SO59407,4,1,489860,489860,183208.2,12247.2
SO59409-1,2018-12-06,357,13406,8,SO59409,1,1,32479860,32479860,17718673,811997.2
SO59409-2,2018-12-06,478,13406,8,SO59409,2,1,139860,139860,52308.2,3497.2
SO59409-3,2018-12-06,477,13406,8,SO59409,3,1,69860,69860,26128.2,1747.2
